회사 이름,기업 형태,산업(업종),평균 연봉
디아이,"중소기업,주식회사,법인사업체",제조·화학                                (회로설계)                            ,"4,106"
(주)룩옵틱스,"외부감사법인,수출입 기업,법인사업체",판매·유통                                (판매)                            ,"3,693"
(주)세안텍스,"중견기업,주식회사,법인사업체",서비스업                                (시설관리)                            ,"3,426"
(주)아이유노글로벌,"중소기업,외국인 투자기업,주식회사,법인사업체",미디어·디자인                                (출판사)                            ,"4,472"
에스텍퍼스트,"중견기업,주식회사,법인사업체",서비스업                                (보안·경비업체)                            ,"3,411"
우리마트,"외부감사법인,법인사업체",판매·유통                                (판매)                            ,"3,614"
정우산업,"중소기업,법인사업체", ,"4,128"
(주)지엠테스트,"중견기업,주식회사,법인사업체",제조/화학업                                                            ,"4,537"
(주)지엠티,"중소기업,주식회사,법인사업체",제조·화학                                (기계)                            ,"4,471"
(주)미성지에스이,"중소기업,법인사업체",서비스업                                (청소·방역)                            ,"3,235"
(주)에스엘전자,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (전기)                            ,"3,605"
엠서클,"중소기업,법인사업체",판매·유통                                (판매)                            ,"4,686"
와이드넷엔지니어링,"중소기업,주식회사,법인사업체",건설업                                (시공사)                            ,"3,226"
원익큐엔씨,"코스닥,중견기업,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (요업)                            ,"5,736"
경원산업(주),"외부감사법인,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"4,171"
삼천당제약,"코스닥,중견기업,외부감사법인,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"5,814"
고영테크놀러지,"코스닥,중견기업,외국인 투자기업,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"6,144"
동화엔텍,"중견기업,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"6,134"
(주)두잉씨앤에스,"중견기업,주식회사,법인사업체",서비스업                                (시설관리)                            ,"3,319"
메타바이오메드,"코스닥,외부감사법인,주식회사,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"3,343"
(주)삼진지에스,"중소기업,주식회사,법인사업체",판매·유통                                (창고·보관)                            ,"3,305"
서호,"중소기업,외부감사법인,주식회사,수출입 기업,법인사업체", ,"4,976"
우림에프엠지,"중견기업,법인사업체",판매·유통                                (잡화매장)                            ,"3,619"
고신대학교복음병원,"기타,비영리법인",의료·제약·복지                                (종합병원)                            ,"3,408"
드림네트웍스(주),"중소기업,법인사업체",건설업                                (통신설비)                            ,"3,955"
서울손해사정(주),"중소기업,주식회사,법인사업체",은행·금융업                                (손해사정)                            ,"3,550"
에이앤디신용정보,"외부감사법인,주식회사,법인사업체",은행·금융업                                (캐피탈)                            ,"3,795"
엠즈씨드(주),"중견기업,외부감사법인,주식회사,법인사업체",서비스업                                                            ,"2,755"
은성산업,"외부감사법인,법인사업체",건설업                                (토목회사)                            ,"6,535"
중흥건설,"대기업, 1000대기업,외부감사법인,법인사업체",건설업                                (건설회사)                            ,"6,340"
넥스파시스템,"중소기업,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (전기)                            ,"4,302"
로보스타,"코스닥,주식회사,외부감사법인,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"4,768"
에이스침대,"코스닥,1000대기업, 중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (가구)                            ,"4,470"
엑셈,"코스닥,중소기업,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"5,395"
이수앱지스,"코스닥,중견기업,외부감사법인,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"5,298"
(주)해피콜,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (금속)                            ,"3,735"
농업회사법인세양,"중견기업,주식회사,법인사업체",제조·화학                                (식품가공)                            ,"4,095"
케이엔디이,"중소기업,주식회사,법인사업체",기관·협회                                (연구소)                            ,"4,097"
현대트랜시스,"대기업, 1000대기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"7,529"
(주)동원테크,"외국인 투자기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"6,406"
마이다스아이티,"주식회사,외부감사법인,수출입 기업,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"6,606"
삼현,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"4,355"
용문,"중소기업,법인사업체", ,"3,939"
윌비스,"코스피,1000대기업, 중견기업,외부감사법인,수출입 기업,법인사업체",판매·유통                                (의류매장)                            ,"3,934"
이랜드파크,"대기업, 1000대기업,사단법인,법인사업체", ,"3,824"
(주)코세스,"중소기업,주식회사,법인사업체",서비스업                                (보안·경비업체)                            ,"3,342"
하이브랩,"중소기업,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"4,134"
메타넷대우정보,"중견기업,외부감사법인,주식회사,수출입 기업,법인사업체",IT·웹·통신                                (IT컨설팅)                            ,"5,926"
에스원씨알엠,"대기업,주식회사,법인사업체",서비스업                                (아웃소싱)                            ,"4,025"
이연제약,"코스피,중견기업,외부감사법인,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"6,950"
대덕휴비즈,"중소기업,법인사업체",서비스업                                (보안·경비업체)                            ,"3,844"
마루에이치알,"중소기업,주식회사,법인사업체", ,"2,928"
서원,"중소기업,주식회사,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (프라스틱제조)                            ,"4,034"
(주)아스트,"중소기업,주식회사,법인사업체",서비스업                                (시설관리)                            ,"3,486"
제로투세븐,"코스닥,중견기업,외부감사법인,법인사업체",판매·유통                                (유아용품)                            ,"5,220"
콜핑,"중견기업,법인사업체",판매·유통                                (의류매장)                            ,"4,124"
(주)키노콘,"중소기업,주식회사,법인사업체",미디어·디자인                                (광고대행사)                            ,"3,030"
삼전순약공업(주),"외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (화학)                            ,"3,950"
케이에스엠기술,"중소기업,법인사업체",건설업                                (토목회사)                            ,"4,743"
국보디자인,"코스닥,중견기업,외부감사법인,법인사업체",건설업                                (실내건축)                            ,"7,338"
잉크테크,"코스닥,외국인 투자기업,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체", ,"3,937"
강림중공업,"중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (조선)                            ,"4,752"
경희의료원,"기타,병원/의료기관,비영리법인",의료·제약·복지                                (종합병원)                            ,"3,583"
두나무,"중소기업, 스타트업,외국인 투자기업,외부감사법인,주식회사,병역특례 인증업체,법인사업체",IT·웹·통신                                (IT컨설팅)                            ,"6,724"
보성산업(주),"중견기업,법인사업체",건설업                                (토목회사)                            ,"6,358"
다산,"중소기업,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"3,819"
더홈,"중소기업,외부감사법인,주식회사,법인사업체",판매·유통                                (가전·오디오판매)                            ,"4,139"
면사랑,법인사업체,제조·화학                                (식품가공)                            ,"4,181"
티케이씨,"주식회사,외부감사법인,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"6,177"
(주)퍼슨,"중소기업,외부감사법인,연구소,주식회사,병역특례 인증업체,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"3,999"
포스코에이앤씨건축사사무소,"대기업,외부감사법인,법인사업체",건설업                                (건축설계·CAD)                            ,"6,836"
한국공업엔지니어링,"중소기업,외부감사법인,법인사업체",기관·협회                                (연구소)                            ,"4,562"
계림요업,"중견기업,외부감사법인,법인사업체",판매·유통                                (판매)                            ,"4,992"
비티엠써비스(주),"중소기업,주식회사,법인사업체",서비스업                                (시설관리)                            ,"3,320"
(주)그린이노텍,"중소기업,법인사업체",제조·화학                                (자동차부품)                            ,"5,029"
디에이테크놀로지,"코스닥,중소기업,주식회사,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"4,920"
디케이씨,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (제철)                            ,"6,390"
(주)세운티.엔.에스,"중소기업,주식회사,수출입 기업,법인사업체",제조·화학                                (요업)                            ,"4,496"
원프랜트,"중소기업,주식회사,외부감사법인,법인사업체",건설업                                (플랜트)                            ,"5,573"
유창,"중견기업,주식회사,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (금속)                            ,"5,167"
제다,"외부감사법인,수출입 기업,법인사업체", ,"3,571"
(주)한국경제신문,"중견기업,외부감사법인,법인사업체",미디어·디자인                                (신문사)                            ,"6,394"
올림푸스한국,"중견기업,외국 법인기업,주식회사,외부감사법인,법인사업체",판매·유통                                (판매)                            ,"6,417"
파슬코리아(유),"중소기업,외국인 투자기업,법인사업체",판매·유통                                (잡화매장)                            ,"3,967"
다원시스,"코스닥,외부감사법인,수출입 기업,법인사업체",제조·화학                                (전기설계)                            ,"4,587"
로지시스,"코스닥,외부감사법인,법인사업체",IT·웹·통신                                (IT컨설팅)                            ,"3,020"
(주)메이크어스,"중소기업, 스타트업,법인사업체",미디어·디자인                                (광고대행사)                            ,"4,188"
인포젠,"중소기업,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"4,433"
지씨에스,"대기업,주식회사,법인사업체",서비스업                                (시설관리)                            ,"4,549"
휴스틸,"코스피,중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (철강)                            ,"5,392"
힘스,"코스닥,중소기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"5,423"
메가스터디교육,"코스닥,중견기업,외부감사법인,주식회사,법인사업체",교육업                                (학습지)                            ,"3,625"
엘엠디지털,"외부감사법인,수출입 기업,법인사업체",기관·협회                                (연구소)                            ,"4,417"
일진다이아몬드,"코스피,중견기업,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (화학)                            ,"3,454"
한국프레틀(주),법인사업체,제조·화학                                (자동차부품)                            ,"3,999"
광덕에이앤티,"중소기업,주식회사,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체", ,"4,864"
(주)대성전기,"중소기업,주식회사,수출입 기업,법인사업체",판매/유통업                                                            ,"4,121"
덴티움,"코스피,외부감사법인,연구소,주식회사,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"4,716"
디와이,"중소기업,법인사업체",제조·화학                                (전기)                            ,"3,603"
사조오양,"코스피,중견기업, 1000대기업,주식회사,법인사업체",제조·화학                                (식품가공)                            ,"3,982"
수산중공업,"코스피,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"4,144"
애드캡슐소프트,"중소기업,주식회사,병역특례 인증업체,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,963"
(주)에스텍에이스,"중견기업,주식회사,외부감사법인,법인사업체",서비스업                                (보안·경비업체)                            ,"3,158"
진우엔지니어링,"중견기업,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"5,930"
행성,"중소기업,주식회사,법인사업체",제조·화학                                (전자)                            ,"4,213"
법무법인케이씨엘,"중소기업,유한회사,법인사업체",기관·협회                                (로펌)                            ,"5,014"
샤넬코리아(유),"외국인 투자기업,유한회사,수출입 기업,법인사업체",판매·유통                                (화장품매장)                            ,"4,771"
아이티사이언스,"중소기업,외부감사법인,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"4,777"
에이치모터스,"중소기업,주식회사,법인사업체",판매·유통                                (자동차매장)                            ,"4,118"
케이비엠,"중소기업,외부감사법인,수출입 기업,법인사업체",판매·유통                                (판매)                            ,"4,315"
(주)두잇시스템,"중소기업,법인사업체",IT·웹·통신                                (솔루션업체)                            ,"4,454"
(주)디에스케이,"중소기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (조선)                            ,"4,815"
범천정밀,"외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"3,962"
신한산업,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (섬유)                            ,"5,489"
(주)쏘메이,"중소기업,주식회사,수출입 기업,법인사업체",판매·유통                                (판매)                            ,"3,744"
티티에스,"중소기업,외부감사법인,법인사업체",제조·화학                                (기계)                            ,"4,359"
하늘교육,"외부감사법인,법인사업체",미디어·디자인                                (출판사)                            ,"3,891"
뉴모텍,"중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (전기)                            ,"4,106"
메가스터디,"코스닥,중견기업,외부감사법인,주식회사,법인사업체",미디어·디자인                                (출판사)                            ,"4,081"
에스케이티,"중소기업,주식회사,수출입 기업,법인사업체",제조·화학                                (가전제품)                            ,"4,167"
우진공업(주),"외국인 투자기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"6,190"
크루셜텍,"코스닥,1000대기업, 중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"7,064"
독립문,"외부감사법인,법인사업체",제조·화학                                (의류·의상)                            ,"5,594"
디이엔티,"코스닥,외부감사법인,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"4,796"
유원,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"4,067"
(주)제노스,"중소기업,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"4,545"
태산,"중소기업,법인사업체",제조·화학                                (자동차부품)                            ,"4,698"
화인산업,"중소기업,법인사업체",제조·화학                                (금속)                            ,"4,782"
게임빌,"코스닥,외부감사법인,법인사업체",IT·웹·통신                                (게임개발)                            ,"5,287"
디에이치피코리아,"코스닥,중소기업,주식회사,법인사업체",의료·제약·복지                                (의약·제약)                            ,"4,998"
신한디에스,"중견기업,외부감사법인,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"6,159"
아이에스시,"코스닥,중소기업,연구소,주식회사,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"4,534"
(주)엔타스,"중견기업,주식회사,법인사업체",서비스업                                (한식당)                            ,"3,276"
엠에스테크,"중소기업,주식회사,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"4,128"
이루다플래닛,"중소기업,주식회사,법인사업체",미디어·디자인                                (광고기획사)                            ,"3,224"
(주)정도,"중소기업,외부감사법인,법인사업체",건설업                                (냉난방설비)                            ,"4,761"
진양,"외부감사법인,주식회사,법인사업체",제조·화학                                (금속)                            ,"4,050"
(주)한승물류,"중소기업,법인사업체",판매/유통업                                                            ,"3,748"
굿모닝물류(주),"중소기업,주식회사,법인사업체",판매·유통                                (물류업)                            ,"3,211"
동우개발(주),"중소기업,주식회사,법인사업체",건설업                                (토목회사)                            ,"6,536"
비플라이소프트,"코넥스,중소기업,외부감사법인,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,504"
이현세무법인,"중소기업,유한회사,법인사업체",기관·협회                                (세무법인)                            ,"4,328"
이화다이아몬드공업,"중견기업, 1000대기업,주식회사,외부감사법인,수출입 기업,법인사업체",제조·화학                                (금속)                            ,"5,601"
피에이치에이,"코스닥,중견기업,외국인 투자기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"5,804"
한국해양과학기술원,비영리법인,기관·협회                                (연구소)                            ,"5,450"
한라산업개발,"중견기업,외부감사법인,수출입 기업,법인사업체",건설업                                (환경)                            ,"5,190"
한신공영,"코스피,중견기업,외부감사법인,법인사업체",건설업                                (건설회사)                            ,"6,334"
스탭포유,"중소기업,주식회사,법인사업체", ,"2,780"
(주)에버코스,"외국인 투자기업,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (도료)                            ,"3,903"
엑스퍼트컨설팅,"중소기업,주식회사,법인사업체",기관·협회                                (경영연구소)                            ,"4,118"
지앤비에스엔지니어링,"코스닥,중소기업,주식회사,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"3,932"
코모도호텔,"외부감사법인,법인사업체", ,"3,236"
쿠프마케팅,"중소기업,법인사업체",IT·웹·통신                                (종합포털)                            ,"4,395"
테스나,"코스닥,중소기업,외부감사법인,수출입 기업,법인사업체",기관·협회                                (연구소)                            ,"6,442"
(주)피자스쿨,"중소기업,주식회사,법인사업체",서비스업                                (패스트푸드)                            ,"4,206"
중흥토건,"대기업, 1000대기업,주식회사,법인사업체",건설업                                (토목회사)                            ,"6,409"
현대에이치디에스,"외부감사법인,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"6,939"
(주)귀뚜라미,"중견기업,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (가전제품)                            ,"3,712"
대혜건축,"외부감사법인,주식회사,법인사업체",건설업                                (실내건축)                            ,"4,958"
디지탈옵틱,"코스닥,중소기업,외부감사법인,연구소,주식회사,수출입 기업,법인사업체", ,"5,417"
마크로밀엠브레인,"코스닥,중견기업,외국 법인기업,주식회사,외부감사법인,법인사업체",기관·협회                                (조사분석)                            ,"4,790"
베타젠,"중소기업,주식회사,법인사업체",기관·협회                                (연구소)                            ,"4,130"
유니테크노,"코스닥,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"3,624"
케이에스엠,"중소기업,법인사업체",제조·화학                                (기계)                            ,"4,331"
서울데이타통신,"중소기업,주식회사,법인사업체",IT·웹·통신                                (IT컨설팅)                            ,"3,407"
스마트스터디(주),"중소기업, 스타트업,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"4,278"
아주스틸,"코스피,중견기업,외부감사법인,병역특례 인증업체,법인사업체",제조·화학                                (철강)                            ,"4,979"
한스바이오메드,"코스닥,주식회사,수출입 기업,법인사업체",의료·제약·복지                                (의약·제약)                            ,"3,787"
(주)남양인터내셔날,"중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (여성의류)                            ,"4,995"
새한산업,"외부감사법인,법인사업체",제조·화학                                (자동차부품)                            ,"4,870"
아스타아이비에스,"중견기업,법인사업체",서비스업                                (시설관리)                            ,"3,442"
에스케이씨,"중소기업,주식회사,법인사업체",제조·화학                                (프라스틱제조)                            ,"3,778"
(주)웅진플레이도시,"중견기업,주식회사,법인사업체",서비스업                                (놀이공원)                            ,"4,010"
유플러스아이티,"중소기업,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,231"
(주)일성,"중소기업,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (전기)                            ,"4,330"
일지테크,"코스닥,외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"5,323"
제니스월드,"중소기업,외부감사법인,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"4,574"
(주)준코,"중소기업,주식회사,법인사업체",기관·협회                                (경영연구소)                            ,"3,336"
(주)커리어케어,"중소기업,주식회사,법인사업체",서비스업                                                            ,"4,792"
(주)코리아폴리스쿨,"중소기업,주식회사,법인사업체",판매·유통                                (서적·음반)                            ,"5,168"
하나로티앤에스,"외부감사법인,법인사업체",판매·유통                                (물류업)                            ,"4,692"
그룹엠코리아,"중소기업,외국인 투자기업,주식회사,법인사업체",미디어·디자인                                (광고대행사)                            ,"5,064"
대경기업,"중소기업,주식회사,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"5,005"
대동모벨시스템,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"5,491"
동양종합건설(주),"중소기업,법인사업체",건설업                                (토목회사)                            ,"4,521"
아센텍,"중견기업,주식회사,법인사업체", ,"3,807"
파이오락스(주),"중소기업,외국인 투자기업,주식회사,외부감사법인,수출입 기업,법인사업체",제조/화학업                                                            ,"4,590"
파크시스템스,"코스닥,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"4,908"
한국일본통운,"중소기업,외국인 투자기업,외부감사법인,법인사업체",판매·유통                                (물류업)                            ,"5,121"
(주)오토소프트,"중소기업,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,594"
와이즈산전,"중소기업,주식회사,법인사업체",제조·화학                                (정밀광학)                            ,"4,262"
(주)월드크리닝,"중소기업,주식회사,법인사업체",서비스업                                (세탁소)                            ,"4,146"
(주)케이씨티엘,"중소기업,주식회사,연구소,법인사업체",기관·협회                                (연구소)                            ,"4,409"
(주)큐로드,"중소기업,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,645"
크레아,"중견기업,외부감사법인,법인사업체",제조·화학                                (자동차부품)                            ,"5,517"
피알원,"중소기업,법인사업체",미디어·디자인                                (광고대행사)                            ,"4,109"
부민병원,"기타,재단법인,병원/의료기관,비영리법인",의료·제약·복지                                (종합병원)                            ,"4,161"
(주)신성산업,"외부감사법인,법인사업체",판매·유통                                (판매)                            ,"4,734"
쥬비스다이어트,"중소기업,법인사업체",서비스업                                (피부관리)                            ,"3,807"
크레템,"중소기업,법인사업체",제조·화학                                (정밀광학)                            ,"4,459"
휴니드테크놀러지스,"코스피,외국인 투자기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"6,392"
(주)휴비즈넷,"중소기업,주식회사,법인사업체",서비스업                                                            ,"2,613"
그린코스,"중소기업,법인사업체",제조·화학                                (도료)                            ,"3,607"
명성공업,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"5,510"
사회복지법인월드비전,"기타,비영리단체/협회,비영리법인",의료·제약·복지                                (복지시설)                            ,"4,266"
유엔젤,"코스피,외부감사법인,주식회사,수출입 기업,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"6,446"
이지케어텍,"코스닥,중소기업,주식회사,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"5,631"
(주)대광건영,"외부감사법인,법인사업체",건설업                                (건설회사)                            ,"6,330"
삼성산업,"외부감사법인,법인사업체",제조·화학                                (요업)                            ,"4,871"
(주)성진테크,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차)                            ,"5,962"
(주)위비스,"중견기업,법인사업체",제조·화학                                (의류·의상)                            ,"5,142"
티에스씨,"중견기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (화학)                            ,"5,024"
넥스콘테크놀러지,"중소기업,법인사업체", ,"4,964"
대하산업개발,"중소기업,주식회사,법인사업체",건설업                                (시설)                            ,"4,757"
동신산업(주),"외부감사법인,수출입 기업,법인사업체",제조·화학                                (자동차부품)                            ,"4,369"
씨엔티테크,"중소기업,주식회사,병역특례 인증업체,법인사업체",IT·웹·통신                                (소프트웨어개발)                            ,"3,578"
아이큐어,"코스닥,연구소,주식회사,법인사업체",의료·제약·복지                                (의약·제약)                            ,"3,777"
코스텍기술(주),"중소기업,주식회사,법인사업체",기관·협회                                (연구소)                            ,"4,206"
금영제너럴,"중소기업,외부감사법인,연구소,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (기계)                            ,"4,457"
동광개발,법인사업체,서비스업                                (스포츠)                            ,"3,747"
디에프텍,"중소기업,주식회사,법인사업체",제조·화학                                (기계)                            ,"3,803"
리트코,"외부감사법인,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"4,957"
메디트,"중소기업,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (전자)                            ,"5,102"
에이피솔루션즈,"중소기업,주식회사,법인사업체",건설업                                (시공사)                            ,"5,287"
우주일렉트로닉스,"코스닥,중견기업, 1000대기업,외부감사법인,주식회사,병역특례 인증업체,수출입 기업,법인사업체",제조·화학                                (자동제어)                            ,"5,786"
이엔에프테크놀로지,"코스닥,중견기업, 1000대기업,외부감사법인,수출입 기업,법인사업체",제조·화학                                (화학)                            ,"5,298"
이즈미디어,"코스닥,중소기업,외부감사법인,주식회사,수출입 기업,법인사업체",제조·화학                                (정밀광학)                            ,"5,986"
